TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
FI;19.527.065/0001-18;XP DEBENTURES INCENTIVADAS CRÉDITO PRIVADO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1688178.34;;2021-09-28;SDL;DI1 X IAP
FI;19.527.065/0001-18;XP DEBENTURES INCENTIVADAS CRÉDITO PRIVADO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1287726.68;;2021-09-28;SDL;DI1 X IAP
FI;19.531.929/0001-75;BANESES CRÉDITO PRIVADO FUNDO DE INVESTIMENTO RENDA FIXA;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;151229.82;;;SDL;DI1 X IAP
FI;20.147.758/0001-64;FUNDO DE INVESTIMENTO MULTIMERCADO FUNBR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3217516.14;;;SDL;DI1 X IAP
FI;20.147.758/0001-64;FUNDO DE INVESTIMENTO MULTIMERCADO FUNBR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1587216.45;;;SDL;DI1 X IAP
FI;21.791.224/0001-39;DESTERRO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;214525.10;;;SDL;DI1 X IAP
FI;22.681.938/0001-57;LC GLOBAL MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;789199.48;;;Outros;999 X 999
FI;22.791.190/0001-45;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES III MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2231974.16;;;SDP;DI1 X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;6690268.68;;;SNP;IND X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;53241549.65;;;SDP;DI1 X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;50832192.97;;;SDL;DI1 X IAP
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;45382664.77;;;SLP;IAP X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;15813.60;;;SNP;IND X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;23860110.13;;;SDP;DI1 X PRE
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;93709966.92;;;SDL;DI1 X IAP
FI;22.975.153/0001-97;GLADIUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2298073.90;;;SLP;IAP X PRE
FI;23.720.458/0001-10;FALX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5409439.38;;;SDL;DI1 X IAP
FI;23.720.458/0001-10;FALX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;24236647.15;;;SDL;DI1 X IAP
FI;23.964.418/0001-14;AGROS 1 MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;46110.63;;;SDP;DI1 X PRE
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;20908995.54;;;SDL;DI1 X IAP
FI;24.018.842/0001-39;SCORPIO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5338779.71;;;SDL;DI1 X IAP
FI;26.173.300/0001-66;EXPERTISE MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;403456681.95;;;SDC;DI1 X DOL
FI;26.173.300/0001-66;EXPERTISE MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;18609734.84;;;SDC;DI1 X DOL
FI;28.663.511/0001-02;FUNDO DE INVESTIMENTO PREVIDENCIÁRIO CAIXA PREVINVEST MULTIMERCADO ESTRATÉGIA LIVRE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;209568.02;;;SDP;DI1 X PRE
FI;28.663.511/0001-02;FUNDO DE INVESTIMENTO PREVIDENCIÁRIO CAIXA PREVINVEST MULTIMERCADO ESTRATÉGIA LIVRE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;111070.39;;;SDP;DI1 X PRE
FI;30.068.286/0001-08;FUNDO DE INVESTIMENTO CAIXA MASTER CAPITAL PROTEGIDO BOLSA DE VALORES II MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3333122.18;;;SDP;DI1 X PRE
FI;30.102.276/0001-41;SANTANDER HERMES RF FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;58486163.17;;;SDL;DI1 X IAP
FI;33.897.790/0001-09;3I ITAÚ IDEIAS DE INVESTIMENTO E-SPORTS ESTRATÉGIA PROTEGIDA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1189693.89;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;88631296.34;;;SCP;DOL X PRE
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;28174558.33;;;SDC;DI1 X DOL
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1585425.87;;;SDP;DI1 X PRE
FI;33.913.576/0001-07;DB II FIM INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;91452549.97;;;SCP;DOL X PRE
FI;34.626.161/0001-07;ONDINA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;112176.45;;2021-09-28;SDP;DI1 X PRE
FI;34.660.200/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATÉGIA LIVRE MULTIMERCADO LONGO PRAZO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1134656.00;;;SDP;DI1 X PRE
FI;34.660.200/0001-92;FUNDO DE INVESTIMENTO CAIXA MASTER ESTRATÉGIA LIVRE MULTIMERCADO LONGO PRAZO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1456272.76;;;SDP;DI1 X PRE
FI;34.713.026/0001-07;TARPON WAHOO FUNDO DE INVESTIMENTO DE ACOES;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;460665.84;;2021-09-28;SCP;DOL X PRE
FI;34.713.026/0001-07;TARPON WAHOO FUNDO DE INVESTIMENTO DE ACOES;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5867.91;;2021-09-28;SCP;DOL X PRE
FI;35.556.444/0001-92;WELLINGTON VENTURA ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;351449.91;;2021-09-28;SCP;DOL X PRE
FI;35.556.444/0001-92;WELLINGTON VENTURA ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;10638469.61;;2021-09-28;SCP;DOL X PRE
FI;35.690.218/0001-08;BB MULTIMERCADO OURO FUNDO DE INVESTIMENTO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;13158537.21;;2021-09-28;SCO;DOL X OZ1
FI;35.803.288/0001-17;CAPSTONE MACRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;270723691.35;;2021-09-28;SDC;DI1 X DOL
FI;36.671.672/0001-76;PLURAL OURO  FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1104610.64;;;Outros;999 X 999
FI;36.671.885/0001-06;CDGS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;58875.17;;;SDP;DI1 X PRE
FI;36.671.885/0001-06;CDGS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2157.77;;;SDP;DI1 X PRE
FI;36.771.708/0001-93;STIMA ENERGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;33144972.17;;2021-09-28;SCP;DOL X PRE
FI;36.771.708/0001-93;STIMA ENERGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;39668582.22;;2021-09-28;SCP;DOL X PRE
FI;37.282.649/0001-52;WARREN TECH FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;177330.60;;;SCB;DOL X SB1
FI;37.553.253/0001-00;NIMROD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5352856.79;;;SDL;DI1 X IAP
FI;37.553.253/0001-00;NIMROD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;32111858.28;;;SDP;DI1 X PRE
FI;37.553.253/0001-00;NIMROD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;57656213.40;;;SDP;DI1 X PRE
FI;37.985.879/0001-88;J ESG EMERGING MARKETS ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;14462.67;;2021-09-28;SCP;DOL X PRE
FI;37.985.879/0001-88;J ESG EMERGING MARKETS ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;515578.83;;2021-09-28;SCP;DOL X PRE
FI;38.000.966/0001-00;CAPITALE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;43745.38;;;SCP;DOL X PRE
FI;38.000.966/0001-00;CAPITALE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;87526.72;;;SCP;DOL X PRE
FI;38.074.871/0001-22;GALAPAGOS ALTERNATIVOS GLOBAL MULTIGESTORES FEEDER BRL FUNDO DE INVESTIMENTO MULTIMERCADO IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;535189.11;;;SCP;DOL X PRE
FI;38.077.221/0001-30;WELLINGTON EUROPEAN EQUITY ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;87856.56;;2021-09-28;SCP;DOL X PRE
FI;38.077.221/0001-30;WELLINGTON EUROPEAN EQUITY ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;867181.22;;2021-09-28;SCP;DOL X PRE
FI;38.428.156/0001-40;J CHINA EQUITY ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;270281.56;;2021-09-28;SCP;DOL X PRE
FI;38.428.156/0001-40;J CHINA EQUITY ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7756630.28;;2021-09-28;SCP;DOL X PRE
FI;38.443.120/0001-36;WELLINGTON ASIA TECHNOLOGY ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;61521.67;;2021-09-28;SCP;DOL X PRE
FI;38.443.120/0001-36;WELLINGTON ASIA TECHNOLOGY ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2113640.24;;2021-09-28;SCP;DOL X PRE
FI;38.542.686/0001-15;WELLINGTON EMERGING MARKET DEVELOPMENT ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;11848.55;;2021-09-28;SCP;DOL X PRE
FI;38.542.686/0001-15;WELLINGTON EMERGING MARKET DEVELOPMENT ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;298998.61;;2021-09-28;SCP;DOL X PRE
FI;38.542.816/0001-10;WELLINGTON ALL-CHINA FOCUS EQUITY ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;417603.98;;2021-09-28;SCP;DOL X PRE
FI;38.596.762/0001-75;JUPITER EUROPEAN GROWTH ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5284.16;;2021-09-28;SCP;DOL X PRE
FI;38.596.762/0001-75;JUPITER EUROPEAN GROWTH ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;103517.94;;2021-09-28;SCP;DOL X PRE
FI;38.597.751/0001-00;BLACKROCK GLOBAL IMPACT ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;25030.76;;2021-09-28;SCP;DOL X PRE
FI;38.610.795/0001-22;WELLINGTON VENTURA 30 ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;127255.63;;2021-09-28;SCP;DOL X PRE
FI;38.610.795/0001-22;WELLINGTON VENTURA 30 ADVISORY FUNDO DE INVESTIMENTO EM AÇÕES IE;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2568049.57;;2021-09-28;SCP;DOL X PRE
FI;39.723.190/0001-00;NORDEA GLOBAL STARS ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;215117.09;;2021-09-28;SCP;DOL X PRE
FI;39.723.401/0001-05;BNP PARIBAS CAPITAL PROTEGIDO MASTER SUSTENTABILIDADE AGUA FIM;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;834458.09;;;SDP;DI1 X PRE
FI;40.063.739/0001-67;ALPHATAURI LONG BIASED FUNDO DE INVESTIMENTO EM AÇÕES;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;58926.93;;2021-08-29;Outros;999 X 999
FI;40.750.982/0001-53;ABERDEEN CHINA EQUITY ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;57110.01;;2021-09-28;SCP;DOL X PRE
FI;40.887.546/0001-20;J ASIA GROWTH ADVISORY FIA IE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2382.38;;2021-09-28;SCP;DOL X PRE
FI;71.586.432/0001-74;BRAM H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MULTI;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;19729352.35;;2021-09-28;SDL;DI1 X IAP
FI;71.586.432/0001-74;BRAM H FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO MULTI;2021-06-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5548280.25;;2021-09-28;SDL;DI1 X IAP
FMP-FGTS;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FMP-FGTS;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FMP-FGTS;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2021-06-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
